Feature,001_SMC_IIRN_p3s1,002_SMC_IIRN_p3s2,003_SMC_IIRN_p3s3,004_SMC_IIRN_p3s4,005_SMC_IIRN_p4s1,006_SMC_IIRN_p4s2,007_SMC_IIRN_p4s3,008_SMC_IIRN_p4s4,009_SMC_IIRN_p5s1,010_SMC_IIRN_p5s2,011_SMC_IIRN_p5s3,012_SMC_IIRN_p5s4,013_SMC_IIRN_p8s1,014_SMC_IIRN_p8s2,015_SMC_IIRN_p8s3,017_SMC_IIRN_p9s1,018_SMC_IIRN_p9s2,019_SMC_IIRN_p9s3,020_SMC_IIRN_p9s4,021_SMC_IIRN_p10s1,022_SMC_IIRN_p10s2,023_SMC_IIRN_p10s3,025_SMC_IIRN_p11s1,026_SMC_IIRN_p11s2,027_SMC_IIRN_p11s3,028_SMC_IIRN_p11s4,029_SMC_IIRN_p12s1,030_SMC_IIRN_p12s2,031_SMC_IIRN_p12s3,032_SMC_IIRN_p12s4,034_SMC_IIRN_p13s1,035_SMC_IIRN_p13s2,036_SMC_IIRN_p13s3,037_SMC_IIRN_p13s4,038_SMC_IIRN_p13s5,039_SMC_IIRN_p13s6,040_SMC_IIRN_p13s7,044_SMC_IIRN_p14s1,045_SMC_IIRN_p14s2,046_SMC_IIRN_p14s3,047_SMC_IIRN_p14s4,048_SMC_IIRN_p15s1,049_SMC_IIRN_p15s2,050_SMC_IIRN_p15s3,052_SMC_IIRN_p16s1,053_SMC_IIRN_p16s2,054_SMC_IIRN_p16s3,055_SMC_IIRN_p16s4,056_SMC_IIRN_p17s1,057_SMC_IIRN_p17s2,058_SMC_IIRN_p17s3,059_SMC_IIRN_p17s4,060_SMC_IIRN_p18s1,061_SMC_IIRN_p18s2,062_SMC_IIRN_p18s3,064_SMC_IIRN_p19s1,065_SMC_IIRN_p19s2,066_SMC_IIRN_p19s3,068_SMC_IIRN_p25s1,069_SMC_IIRN_p25s2,070_SMC_IIRN_p25s3,074_SMC_IIRN_p27s3,075_SMC_IIRN_p27s4,076_SMC_IIRN_p29s1,077_SMC_IIRN_p29s2,078_SMC_IIRN_p29s3,079_SMC_IIRN_p29s4,080_SMC_IIRN_p29s5,081_SMC_IIRN_p29s6,082_SMC_IIRN_p29s7,083_SMC_IIRN_p29s8,084_SMC_IIRN_p29s9,086_SMC_IIRN_p34s1,087_SMC_IIRN_p34s2,088_SMC_IIRN_p34s3,089_SMC_IIRN_p34s4,090_SMC_IIRN_p36s1,091_SMC_IIRN_p36s2,092_SMC_IIRN_p36s3,093_SMC_IIRN_p36s4,094_SMC_IIRN_p37s1,095_SMC_IIRN_p37s2,096_SMC_IIRN_p37s3,097_SMC_IIRN_p37s4,099_SMC_IIRN_p38s2,100_SMC_IIRN_p38s3,102_SMC_IIRN_p41s1,103_SMC_IIRN_p41s2,104_SMC_IIRN_p41s3,105_SMC_IIRN_p41s4,106_SMC_IIRN_p42s1,107_SMC_IIRN_p42s2,108_SMC_IIRN_p42s3,110_SMC_IIRN_p43s1,111_SMC_IIRN_p43s2,112_SMC_IIRN_p43s3,113_SMC_IIRN_p43s4
3-Hydroxybenzaldehyde,0.013224196,0.010247855,0.009388809,0.00984774,0.008040893,0.018888923,0.010293078,0.010712926,0.009895261,0.006530947,0.009077361,0.009765545,0.009131018,0.009960663,0.006388067,0.007983812,0.010146104,0.009140683,0.007160223,0.008270891,0.010952307,0.01113854,0.008737075,0.013421762,0.009640891,0.008790968,0.012413647,0.022629374,0.020233513,0.010191949,0.011087003,0.009386894,0.009541112,0.008030054,0.008443141,0.009803905,0.014865336,0.012096132,0.010408733,0.015226398,0.012874299,0.012409439,0.009720355,0.010963511,0.005974108,0.010750725,0.013034745,0.013371152,0.010096948,0.00898107,0.010593696,0.010828721,0.011787162,0.015127084,0.012199766,0.009877075,0.011852165,0.010167964,0.007688376,0.009228038,0.014476166,0.012065638,0.005419655,0.008870515,0.010172751,0.007487059,0.012026202,0.009276383,0.012623805,0.00805008,0.008841598,0.012126577,0.010311457,0.008609402,0.010149332,0.007407554,0.009243885,0.009283346,0.010630115,0,0.011393285,0.010877922,0.012925666,0.014298273,0.016932151,0.00972114,0.010899846,0.013883014,0.011469879,0.007914477,0.009646801,0.022292506,0.011762901,0.008872537,0.008275534,0.00913006,0.009711053
3-hydroxybutyric acid,1.364537992,0.378607716,2.059111144,0.7963869,0.356367451,1.54637397,0.338958044,0.865582845,0.231239111,2.565313962,0.320260087,0.378233804,0.265064634,0.35005376,0.239489845,3.065232137,0.580691241,0.287756287,3.197477979,0.272868594,0.439066048,0.084978765,0.341901643,0.317376098,0.443249425,0.468251698,0.296451915,0.171721171,0.234627759,0.329057118,0.294347483,0.116616642,0.42953744,0.106410826,0.211464459,0.227719449,0.144591761,0.719050745,0.607232206,0.312773857,0.318081757,0.506287351,0.396180425,3.335748097,0.532330225,0.693130683,0.221433701,0.33546749,0.540743665,0.560969149,0.438046513,0.443411895,0.637656222,0.181027579,0.57151835,0.395718651,0.365107652,0.456604672,0.171391315,0.164342037,0.320526303,0.277610125,0.315822586,0.584110676,0.529744324,0.307742595,0.455771343,0.447343751,0.343237623,0.650979392,0.364261931,0.338449375,0.77464387,0.735756535,0.225591429,0.251739661,0.146140272,0.141867022,0.425109273,0.583134429,1.272759238,0.519169904,0.185017779,0.184776401,0.31089774,0.56879777,0.320407234,0.126354723,0.197018986,0.173888136,0.265551737,0.496081131,0.195073138,3.310940493,0.428231497,0.455930744,0.32322045
3-Hydroxymethylglutarate,0.011203727,0.012402158,0.013936392,0.008499654,0.009915362,0.006520272,0.007364665,0.006481599,0.012911335,0.008936393,0.012460982,0.011182187,0.010975211,0.007077339,0.009928449,0.00913927,0.008114405,0.012341498,0.009982639,0.011539141,0.008776489,0.00927565,0.009592112,0.01388713,0.011553131,0.008596942,0.011889652,0.010121152,0.006944,0.009447164,0.012213025,0.011321727,0.009729324,0.009341918,0.009403622,0.013095092,0.011389791,0.011102512,0.011254013,0.014751624,0.013167338,0.010642506,0.012267872,0.005139398,0.012101613,0.010295951,0.009304954,0.010210391,0.013367461,0.010326916,0.011682809,0.013817095,0.009029551,0.008107653,0.01015714,0.011057848,0.013209856,0.011141146,0.014013625,0.011544656,0.008721516,0.017181485,0.012310537,0.012256515,0.01127109,0.012496441,0.009745903,0.012331642,0.010365719,0.010534886,0.011982935,0.011059534,0.009742337,0.011783767,0.009676164,0.014777103,0.010482164,0.010916478,0.010200187,0.011677359,0.011047683,0.009315942,0.009477539,0.011870953,0.011379202,0.009890674,0.00978482,0.012049766,0.011885922,0.011628148,0.011056803,0.010361317,0.010024876,0.012262346,0.011217428,0.014344052,0.013955046
3-Hydroxyoctanoic acid,0.005049362,0.008159885,0.006695523,0.007418478,0.004490535,0.005762326,0.00450822,0.006287137,0.007902314,0.009251376,0.007004419,0.0183314,0.006960167,0.008545118,0.005815764,0.012344395,0.007568473,0.007350145,0.017035866,0.006848644,0.003908198,0.00780483,0.00650205,0.00800045,0.006888144,0.009608489,0.008383981,0.012681794,0.005148806,0.003883003,0.00852193,0.011135751,0.009427223,0.006456882,0.005325559,0.017608711,0.015127095,0.014388005,0.010645315,0.01152371,0.010588608,0.010614534,0.008306243,0.011560706,0.007824446,0.007621846,0.006357673,0.007805082,0.008696043,0.00765643,0.004008891,0.007263431,0.009474774,0.008077837,0.00822581,0.00923777,0.010279728,0.008842532,0.003469943,0.004777814,0.00881135,0.012945269,0.0061464,0.005524784,0.005102966,0.004205307,0.005466198,0.005066293,0.005916777,0.011958142,0.004006993,0.003569707,0.004231736,0.005813263,0.005249505,0.010314395,0.00442595,0.004452804,0.009061643,0.004078273,0.007725929,0.003390191,0.007287381,0.014507979,0.010479232,0.009172416,0.005874482,0.005737828,0.005007294,0.00699716,0.010265128,0.008734417,0.01235711,0.013971918,0.015717443,0.012558258,0.00979103
3-Methoxytyrosine,0.001092504,0.001404468,0.001345894,0.001350039,0.001393057,0.001036804,0.001128178,0.001163048,0,0.001182665,0.001985466,0.001139731,0,0.001107379,0.001147488,0,0.002290151,0,0.001357863,0.001739943,0.001305715,0.002546676,6.67E-04,0.001616046,0.001657682,0.001355008,0.001491122,0.001261905,0.001538206,0,0.002242272,0.00151802,0.001241373,0.001736674,0,0.001302551,7.85E-04,0.001436011,0.002039886,0,0,0,0,0,0.001307716,0.001107109,0,0.00192294,0,0,7.33E-04,0.001241566,0,0.001431862,0,0,0.001226621,0,0,0,0,0,0.0020398,0.001878781,0,9.67E-04,0.001344178,8.38E-04,0.002008697,0,0,0,0.001318705,0.001913335,0.00121583,0,9.50E-04,0.001319569,0,0,0.001561101,0.001773296,0.002378023,0.001016565,0,0.001706569,0.001854694,0,0.001448655,0,0,6.62E-04,0,0.001475013,0.001182739,0,0
3-Methyl-2-Oxindole,0,0,3.85E-04,0,4.12E-04,6.94E-04,0.003780889,0.001696229,0,8.46E-04,0,0,0.001425794,5.79E-04,8.58E-04,0,0,8.85E-04,0,0.0028751,0.002625607,4.14E-04,0,0,4.52E-04,0,0,2.16E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114255,0,6.35E-04,0,0,8.40E-04,0.00275388,0.006785681,0.004081403,0,0,0,0,0,0,0.002583853,0,0,0,0.001329703,7.89E-04,3.99E-04,0,0,0,6.16E-04,0,3.50E-04,0,0,0,3.34E-04,0,0,0,2.86E-04,4.90E-04,0,0,0,0,0,2.37E-04,0.005619216,0,0,0.002786755,0,0,0,0,0,0.001060624,8.21E-04
3-Methyl-2-Oxovalerate,0.767211259,0.723960785,0.829487817,0.747179719,0.866018456,1.024247136,0.941704227,1.000768567,0.756933134,1.340347259,0.69892159,0.883815226,0.831607375,0.737043286,1.003147492,0.945487902,1.081591112,0.773197214,1.019034617,0.609115279,0.768862503,0.567112322,1.018316135,0.916295757,1.278951276,1.143385375,0.764055679,0.58065901,0.784981181,0.888638558,0.748815424,0.631395603,1.078995967,0.527454617,0.992872829,1.19316318,1.106563222,1.235508251,0.688637491,0.703599382,0.718523279,0.519503755,0.537910805,0.592637933,1.123731758,1.199882938,0.785669749,1.091221304,0.827148985,1.002388271,1.143377227,1.005412929,1.027072666,0.877418425,0.919700561,0.890490086,0.93970891,0.939533981,0.514301277,0.56811762,0.878482713,0.694818234,0.672335019,1.114235019,1.21581245,1.064123353,0.967700025,0.851602979,1.136925398,1.028735219,0.853221891,0.983587056,0.92696842,0.713174745,0.520169872,0.785686649,0.998426509,0.977816917,0.986468332,0.891263265,0.976893842,0.908918876,0.606502797,0.533329646,0.618829423,0.526981532,0.679988585,0.751345928,0.41510432,0.829808484,0.671950082,0.812779051,0.779711001,1.104888438,1.091363459,1.071896879,1.111120114
3-Methyl-L-Histidine,0.448907967,0.762587415,0.456836381,1.044042714,1.001099336,0.246343775,0.080962469,0.082733304,0.13047956,0.11476344,0.018734152,0.588227427,0.144624459,0.170580277,0.145286918,0.024125549,0.514590874,0.17101318,0.257760413,0.526530197,0.107343838,0.018619088,0.419771949,0.189781304,0.181957441,0.093895416,0.04920423,0.333199773,0.295164686,0.033219355,0.04281379,0.04023703,0.015238007,0.010846839,0.014454676,0.032801621,0.011382978,0.010620601,0.00989368,0.010274451,0.010730355,0.122167193,0.059154538,0.135493281,0.079555975,0.760053772,0.251269186,0.32268402,0.063299203,0.156318962,0.236622309,0.148908904,0.049221872,0.046553453,0.073333571,0.256863771,0.304147753,0.263275257,0.210135298,0.190885987,0.341604566,0.008158125,0.223909722,0.128849383,0.084051545,0.018959948,0.048975071,0.272301261,0.172913206,0.10336974,0.244479973,0.015434313,0.007840741,0.008531066,0.012186798,0.013827909,0.441945881,0.398559078,0.58925206,0.451155421,1.094059473,0.094890434,0.068292629,0.202336196,0.031391144,0.030013631,0.096409605,0.353699019,0.123571731,0.230585972,0.132996686,0.077853043,0.560748716,0.135083534,0.536744098,0.226802833,0.452404312
3-Methylglutaconate,0.002580635,0.003197919,0.003191791,0.004504994,0.00581597,0.005215012,0.002046691,0.003413817,0.005663629,0.002574043,0.012177824,0.00205181,0.005946197,0.001764302,0.005134808,0.004347811,0.002220629,0.006695062,0.004818722,0.00551949,0.003959167,0.004048602,0.004877817,0.005418448,0.008751535,0.001793731,0.004423229,0.004917319,0.003673097,0.005912878,0.005497252,0.002571097,0.00191946,0.003439402,0.006152963,0.005604742,0.002952573,0.007304209,0.007733787,0.006466498,0.00657309,0.006447759,0.007588382,0.005680281,0.006207672,0.004307285,0.007776886,0.006717511,0.002857284,0.005230098,0.004876137,0.00616253,0.003414903,0.00561969,0.005635062,0.005742458,0.004788627,0.007549956,0.006110166,0.005756087,0.004534363,0.007028122,0.004254122,0.006331511,0.005879259,0.003087857,0.005178052,0.003350466,0.019875408,0.003541409,0.005694641,0.007048272,0.003215531,0.002492137,0.00637069,0.005235661,0.006182936,0.00306659,0.002960154,0.007352984,0.005510965,0.002784567,0.003924509,0.002712748,0.006621063,0.002709905,0.00401836,0.010169657,0.0081849,0.00524431,0.003355483,0.005893109,0.005687681,0.005573096,0.007394896,0.008504228,0.008843632
3-Sulfinoalanine,0,0.002647443,0.003598275,0,0.00222,0,0,0.001280239,0,0,0,0,0.002050468,0,0,0,0,0,0.001420162,0,0,0,0,0.004840827,0,0,0,0.00988584,0,0,0,0,0,0,0,0,0.002798748,6.28E-04,0.002316917,0,0.002095769,0,0,0,0.003102355,0,0,0,0.00180363,0,0.001621247,0.003950193,0,0,0,0,0.002516875,0,0.002462374,0,0,0,0,0,0,0,0,0,0,0,0.001566729,0.006422818,0,0,0,0,0.004299758,0,0,0,0,0,0,0,0,0,0,0,0.009201231,0,0,0.002429781,0.010783048,0.003134584,0,0,0
"3,4 Dihydroxymandelate",0.001992808,0.002149916,0.002467041,0.001935605,0.002388646,0.002093508,0.002054577,0.003031355,0.002412174,0.001780914,0.002179942,0.002208421,0.002602959,0.003036426,0.002834914,0.001830046,0.001966221,0.002313996,0.001904587,0.00180779,0.001652635,0.001622561,0.002146154,0.001791174,0.002263185,0.001746676,0.002368434,0.002144424,0.001856356,0.001966898,7.61E-04,0.003126886,0.003889187,0.0030893,0.003469478,0.001602303,0.002555592,0.003024563,6.29E-04,0.002506019,0.004224486,3.97E-04,0.001357058,0.001719865,0.003046442,0.00202375,0,0.001779005,0,0,0.00295283,0.001503056,0.002612489,0.002420696,0.002537911,0.002383114,0.002727912,0.002978066,0.00220684,0.002911756,0.00217524,0.002084654,0.002375236,0.002422072,0.002601547,0.002138282,0.002431644,5.54E-04,0.002354026,0.002835609,5.46E-04,0.002235837,0.002509764,0.002500019,0.001978555,0.002525816,0.002549413,0.001757627,0.002117046,0.002620854,0.001664664,0.001004972,0,0,4.50E-04,0.002060226,0.001871619,0.001886025,0.002325616,4.54E-04,0.002306133,0.002334811,0.002260539,0.002145426,0.001733253,0.001746324,0
"3,4-Dihydroxybenzoate",0,0,0,0.002019983,0,0,0,0,0.004383844,0,0.002304212,0,0,0,0,0,0,0,0.001512431,0,9.45E-04,0,0,0,0,0,0,0.001338556,0,0,0.001578844,0,0,0,0.003664143,0.003146261,0,0,0,0,0,0,0.001272365,0.002363872,0,0,0.001837586,0,0,0,0.001211697,0.001529697,0,0,0,0,0,0,0.002298503,0,0,0.002350352,0,0.002847027,0,0,0,0,0,0,0.001979184,0,0,0,0,0.003014865,0,0,0,0.001506043,0,0,0,0,0.001813698,0.001826299,0,0,0,0.001728434,0,0.001938639,0,0,0.001576024,0,0.001700802
4-Acetamidobutanoate,0.015021523,0.022352134,0.021559794,0.021934195,0.023362806,0.015678605,0.033704515,0.015344209,0.033323372,0.019602471,0.024557907,0.040908205,0.02461502,0.025591649,0.021855637,0.016727811,0.019193845,0.02137748,0.025710838,0.046202704,0.059213363,0.01792097,0.019025034,0.02955807,0.023103216,0.022376712,0.018256731,0.020114729,0.032693122,0.037865967,0.042927807,0.028290348,0.025616958,0.030037835,0.03352941,0.026545687,0.032329553,0.031572476,0.026307128,0.032081268,0.024254634,0.015604061,0.044665331,0.013630515,0.020876412,0.02724405,0.028314638,0.026725159,0.021309448,0.021346624,0.022868887,0.018611257,0.018323631,0.026075644,0.017835502,0.027022756,0.027640365,0.026647474,0.018399921,0.019031746,0.020895897,0.044021715,0.021270279,0.025600833,0.024519952,0.038117009,0.020981145,0.028031914,0.021972919,0.026220759,0.023673242,0.022219209,0.022164592,0.022302649,0.024956099,0.032085141,0.021376662,0.020723173,0.020690736,0.020834158,0.024131901,0.018960448,0.023069298,0.02040264,0.022788221,0.021693879,0.025150342,0.020817893,0.017286826,0.023182375,0.021542895,0.013756333,0.018135164,0.021207295,0.017323278,0.021115167,0.019167786
4-Aminobenzoate,0,0,0,0,0,0.001151553,0,8.08E-04,0.001661479,0,0,8.21E-04,0.002173981,0,0.001142723,0,0,0,0.001009009,0,0,0,0.001578861,0,2.50E-04,0,0,0,0,0.001767477,0,0,0,0,0,0,0.001323925,0,0,0,0,7.73E-04,0,0.001328908,0,0,0,0,0,0,0,0,0,0,0,0,0.001628965,0.001450741,0.002374821,0,0,0.00196259,0,0,0,0,0,0,0,0,0,0.001742022,0,6.90E-04,0,0,0,0,0,0,0,0,0,0,0,7.33E-04,8.55E-04,7.43E-04,4.88E-04,9.23E-04,0,0,0,0,0,0,0
4-Guanidinobutanoate,0.004963369,0.011357194,0.005982593,0.028377756,0.003850498,0.001404669,0.002194853,0.002251859,0.007381094,0.003082079,0.003316026,0.007774892,0.01253634,0.013242457,0.010327682,0,0.001833113,0.006523395,0.036602304,0.003221113,0.002539565,0.007642028,0.008428646,0.007391186,0.003505715,0.008035297,0.007213131,0.006142147,0.006724676,0.002287446,0.002099566,0.008918786,0.003627102,0.005714273,0.003049312,0.00727956,0.005192582,0.003385272,0.002975941,0.00691371,0.00636847,0.005427114,0.007992071,0.003137227,0.003377064,0.010291029,0.007310729,0.002788452,0.005694491,0.002919481,0.002857194,0.003396679,0.002238634,0.004952427,0.002155752,0.004877104,0.022085136,0.005018873,0.003610125,0.007112381,0.006356675,0.003453397,0.005061876,0.003197003,0.005688319,0.004921517,0.005326285,0.00270207,0.004038024,0.002285423,0.007816528,0.005877688,0.001897664,0.001372215,0.00664824,0.003283454,0.003144482,0.002686313,0.005196398,0.002472559,0.006037505,0.001908548,0.004963337,0.01180661,0.003304367,0.002525299,0.001919425,0.007832748,0.003087289,0.003019227,0.002108779,0.004629354,0.004193558,0.002476921,0.008664305,0.005237801,0.002681216
4-Hydroxy-L-Phenylglycine,0,0,0,0.001279798,0,2.80E-04,3.44E-04,2.75E-04,0,2.31E-04,0,3.22E-04,5.62E-04,2.68E-04,0,4.28E-04,0,1.72E-04,3.14E-04,4.87E-04,0,4.14E-04,0,2.09E-04,0,0,2.52E-04,4.72E-04,0,2.07E-04,0,0,2.53E-04,2.51E-04,0,3.92E-04,0,3.74E-04,0,7.44E-04,4.46E-04,0,2.69E-04,1.57E-04,1.91E-04,0,3.29E-04,0,0.002073205,0,2.96E-04,0,5.11E-04,0,0,3.93E-04,0.001549618,0,0,6.46E-04,3.65E-04,6.77E-04,3.12E-04,4.94E-04,2.46E-04,0,5.38E-04,2.18E-04,3.72E-04,3.35E-04,4.97E-04,5.67E-04,2.81E-04,4.34E-04,0,3.55E-04,0,5.90E-04,4.80E-04,0,2.59E-04,0,0,0,0,0,3.30E-04,0,0,0,0,0,3.47E-04,1.90E-04,3.32E-04,0,4.18E-04
4-Hydroxybenzaldehyde,0.009645884,0.007891583,0.010088264,0.005899622,0.007287922,0.005035658,0.006906926,0.006411375,0.009895261,0.005507298,0.007179812,0.005969182,0.005732421,0.007577544,0.007783097,0.006633383,0.008145393,0.008138411,0.008306596,0.009231923,0.006750176,0.00578913,0.009360689,0.007285955,0.009801123,0.008790968,0.016577246,0.008426159,0.007604645,0.00623027,0.013016313,0.008545106,0.006663466,0.008030054,0.008443141,0.006069644,0.007662095,0.009430901,0.007498378,0.006667952,0.008556042,0.008311312,0.006165132,0.014530119,0.005418988,0.007001456,0.0074358,0.007252225,0.006187496,0.005749406,0.008139532,0.00496849,0.006106029,0.008661268,0.008981357,0.0086905,0.010882488,0.007829904,0.006110441,0.005940362,0.008253267,0.008688367,0.006690128,0.007505504,0.007876992,0.005677153,0.008671699,0.00774918,0.00642329,0.006408681,0.005970885,0.008193006,0.007332978,0.005433737,0.00597701,0.007407554,0.007298258,0.009283346,0.006480726,0.009260195,0.008360994,0.010788447,0.014234554,0.015169884,0.010625675,0.009166852,0.008786628,0.009275726,0.009505765,0.005946422,0.008000403,0.012476516,0.009491639,0.006963916,0.006589712,0.006853511,0.006237142
4-Hydroxybenzoate,0.001294636,0.001516914,0.001928793,0.001380647,0.002073866,0.00173526,0.001660624,8.33E-04,0.001950594,0.001587836,0.002752462,0.001502268,0.002519849,0.001547632,0.001872872,0.001960605,0.001728157,0.001863856,0.004558085,0.004122793,0.00121661,0.001738332,0.001817733,0.002146479,0.002773376,0.001714295,0.001687154,0.002532791,0.001097095,0.001347159,0.002655424,0.002155352,0.002320583,0.002584034,0.001985421,0.001944134,0.002239476,0.002917871,0.002550929,0.00321862,0.003373286,0.002440169,0.003746984,0.001647144,0.002246685,0.001990395,0.001361382,0.002325406,0.001664368,0.001691584,0.001445947,0.001973122,0.001600373,0.002106593,0.003551661,0.003208208,0.003412236,0.002445549,0.002629833,0.003080265,0.002129361,0.002157643,0.001743548,0.002307616,0.001807903,0.002244589,0.001654884,0.001433706,0.002253914,0.001534462,0.001646011,0.002083061,0.004789968,0.001853632,0.002018021,0.001751235,0.002089339,0.002701,0.002008361,0.00216142,0.001369462,0.001618531,0.002859664,0.002214464,0.002061547,0.002249364,0.011019921,0.008136767,0.003094052,0.006586223,0.001742116,0.002545803,0.002759157,0.002471169,0.002887136,0.001922691,0.002310515
4-Imidazoleacetate,8.42E-04,0.001317214,0.00146797,0.001295545,0.001244251,0.001819853,0.001253732,0.001317537,0.003678849,0.001272104,0.001156154,0.001311384,0.001579244,0.001889483,0.003598233,0.001038747,0.00111296,0.001136234,0.001290956,8.82E-04,0.001141195,0.002389598,0.001410414,0.001397056,0.001404638,0.001617101,0.001847861,0.001285778,0.001948545,0.00132051,0.001466022,0.001344318,0.001317533,0.001338695,0.001237263,0.001119287,9.83E-04,0.001067621,0.002952643,0.001495283,0.001437604,0.001246117,0.001600569,0.001194442,0.00156873,0.001087834,0.001475995,0.001004424,0.001667134,0.001589773,0.001388193,0.002284674,8.55E-04,0.001353847,0.001231337,0.002594665,0.002435558,0.003947767,0.001204629,0.002504545,0.001731552,0.001467224,8.90E-04,0.001588334,0.001396245,0.001183437,0.001707401,0.00120828,0.002566672,0.0014288,0.001481136,0.004778226,0.001571778,0.002432475,0.0013907,0.001585486,0.001500126,0.003209827,0.003007905,0.001697845,0.00147621,0.001369248,0.001410115,0.001288643,0.001008869,7.09E-04,0.005172419,0.001879798,0.001506233,0.001795826,0.001156587,0.002474351,0.001016833,0.001182551,0.002921983,0.001447953,0.001244052
4-Pyridoxate,0.004210833,0.003616665,0.003945147,0.005712043,0.001641872,0.001882155,0,0.003442046,0.001454419,0.004596417,0.001688551,0,0.00508018,0.00334955,0.002359956,0,0.004428875,0,0,0.015222574,0.004903102,0.014342666,0.003949214,0.0058186,0.007085159,0.003596594,0.00232299,0.004824381,0.002377501,0,0,0,0,0.004098842,0.004128713,0.004552112,0,0,0.001417007,0,0,0.001870859,0.005053722,0.003821101,0.004117728,0.006204228,0,0.005947439,0.001722291,0,0,0,0,0,0.001141168,0.005290568,0,0.022882022,0.005892523,0.003727822,0.004965895,0.038541988,0.006123712,0.043251892,0.003243474,0.017598377,0.024994114,0.018883993,0.017297759,0.022168986,0.003139706,0,0.003727323,0,0,0.003514051,0.005034917,0.189089517,0,0.005702427,0.003078589,0,0.006713284,0,0,0.001187415,0.001906905,0.004602463,0,0,0,0,0.00248121,0.002731292,0,0,0.00202213
5-Aminolevulinic acid,0.001107132,0.0013065,0.001304843,7.36E-04,0,6.32E-04,0.001054081,7.19E-04,0.00112905,8.45E-04,8.77E-04,8.72E-04,7.67E-04,0.001078055,0.001026223,8.51E-04,0.001140493,7.82E-04,0.001035183,0.001084868,6.47E-04,9.58E-04,9.56E-04,7.51E-04,0.001253878,8.77E-04,8.87E-04,9.48E-04,9.00E-04,0.001006234,0.00103405,9.64E-04,0.001062612,9.34E-04,0.001065771,9.30E-04,0.001237187,0.0010059,0.001074461,9.71E-04,9.54E-04,9.27E-04,8.71E-04,0.0011145,0.001269586,8.10E-04,8.00E-04,8.76E-04,0.001322524,8.68E-04,0.001010821,0.001056999,8.93E-04,9.32E-04,7.31E-04,7.52E-04,7.67E-04,8.05E-04,0.001124107,0.001263007,8.14E-04,9.30E-04,8.98E-04,0.001276625,6.66E-04,9.80E-04,0.001078228,0.001168882,0,0.001086052,0,9.05E-04,0.001092586,7.37E-04,9.78E-04,0.001156082,9.24E-04,7.32E-04,0.00102624,9.94E-04,9.09E-04,0.001348116,0.001067764,9.43E-04,7.25E-04,9.67E-04,0.001001596,0.00111453,8.35E-04,0,0.001876458,8.00E-04,9.76E-04,8.27E-04,8.70E-04,0.001319259,0.001134732
